"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/nw-lck-rp.htm","South Zone ","Beach or Mangrove","Recreational OR Non-Recreational","Lim Chu Kang Mangrove",,"Republic","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",15,,60,,0,,4,6,7,2,2,40,,15,8,7,63,132,3,6,11,7,0,17,4,0,0,38,5,4,2,3,3,0,8,1,0,0,3,1,0,0,250,1,131,12,"candle(1), marker pen(1), shoe(6), tissue box holder(1), gloves(7), plastic toy(4), slipper(2), shuttercock (2), cardboard pieces (1), mat (2), smoking pipe (1), printer refill cartridge (1), string(13)",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm7-nygbs.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 7",,"Nanyang Girls' Boarding School","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",31,,96,,35,,32,27,110,3,2,85,,327,10,13,34,48,6,12,44,60,0,4,11,0,0,21,25,0,4,2,0,2,17,0,0,1,0,0,0,0,123,7,89,7,"",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/nw-lck.htm","South Zone ","Beach or Mangrove","Recreational OR Non-Recreational","Lim Chu Kang Mangrove",,"Raffles Girls' School (Secondary)=Staff & Children,","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",53,,156,,6,,31,27,92,3,18,166,,61,37,18,158,566,8,8,33,56,0,25,23,1,0,140,11,30,5,3,3,0,74,1,0,2,3,6,3,0,839,79,284,32,"",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm7-itecw.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 7",,"ITE College West (School of Engineering)","School OR Company OR NGO OR Government Agency","2013-09-13T05:00:00.000Z",238,37,"244 kg",,35,,32,27,110,3,2,85,9,327,10,13,34,48,6,12,44,60,0,4,11,0,0,21,25,0,4,2,0,2,17,0,0,1,0,0,0,0,123,7,89,7,"",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm6-paypal.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 6",,"PayPal Pte. Ltd.","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",12,41,131,,11,,0,14,12,0,0,0,0,208,0,35,0,18,0,0,0,6,0,0,0,0,0,12,22,0,8,0,0,0,3,13,0,0,0,0,0,0,146,32,47,0,"Giant buoy, slippers, toys (ball, rag doll), light bulb",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm7.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 7",,"ITE College West (School of Engineering), Nanyang Girls'","School OR Company OR NGO OR Government Agency","2013-09-01T05:00:00.000Z",269,69,340,,39,,32,27,115,4,4,133,107,1529,23,21,113,48,6,12,61,60,0,4,15,0,0,21,27,0,5,4,0,2,22,3,0,1,0,0,1,0,653,7,89,7,"2 half buried corroding fridges",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm6-osrl.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 6",,"Oil Spill Response Limited","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",20,,111,,21,,4,9,12,0,0,8,,461,1,3,6,5,0,0,24,8,3,0,6,0,0,24,2,0,0,0,0,0,2,0,0,0,1,1,0,0,20,13,21,0,"plastic buoy, plastic chair, 12mm towing rope, 48 pieces of ceramic tiles, ping pong balls , shoe, 3 trainer sole,  7 slippers,waterhose, insulation tube, hair clip, 2 shaving cream, 2 torchlight, liquid paper, marker, rice bag, a plastic bag containing 3 100 rupiah coins",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm6-tpgig.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 6",,"Temasek","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",29,,90,,3,,10,8,18,2,0,5,,350,5,20,8,12,10,0,30,14,2,35,26,15,0,70,8,2,5,0,1,0,2,4,0,1,0,0,0,0,400,10,30,2,"2 shoes, 5 slippers, 2 rubber floats, 1 underwear, 5 light bulbs, 1 wooden chair, 1 fishing pole, 5 large woods, 1 bench, 1 broom, 5 cloth pieces, 1 motorcycle helmet",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm5-hypertherm.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 5",,"Hypertherm (S) Pte Ltd","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",13,,66,,85,,16,57,18,1,23,31,,259,15,15,11,11,1,0,27,12,0,1,1,0,0,30,2,1,0,0,2,0,14,0,0,0,0,0,0,0,600,1,23,3,"Safety helmet, slippers, instant noodle, spray can, sponge, safety boots, light bulb, broken comb, marker, toy, torch, fruit skin, light stick, pillow case",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
2013,"http://coastalcleanup.nus.edu.sg/results/2013/tm-tm4-brown_alum.htm","Tanah Merah ","Beach or Mangrove","Recreational OR Non-Recreational","Tanah Merah 4",,"Brown University Alumni","School OR Company OR NGO OR Government Agency","2013-09-21T05:00:00.000Z",12,,"58 (estimate)",,68,,5,37,32,2,35,34,,50,24,22,30,25,3,0,7,15,3,4,12,3,16,10,5,5,21,1,1,0,10,3,0,1,0,0,0,0,1400,40,17,9,"2 orange safety vests from boats/ships. Plastic children's toys. Wooden construction material.",,"Year","URL","Zone Location","Type","Accessibility","Site Location","Name of Organiser","Organization","Organisation type","Date of Cleanup","Total number of participants","Total number of trash bags filled","Weight of trash bags collected (kg)","Total distance in metres","Cigarette Butts","Food Wrappers","Plastic Take Out Containers","Foam Take Out Containers","Plastic Bottle Caps","Metal Bottle Caps","Plastic Lids","Straws/Stirrers","Forks Knives Spoons","Plastic Beverage Bottles","Glass Beverage Bottles","Beverage Cans","Plastic Grocery Bags","Other Plastic Bags","Paper Bags","Paper Cups & Plates","Plastic Cups & Plates","Foam Cups & Plates","Fishing Buoys","Fishing Net & Pieces","Rope","Fishing line","6-pack holders","Other Plastic or Foam Packaging","Other Plastic Bottles (oil or bleach etc)","Strapping bands","Tobacco Packaging or Wrappers","Appliances (fridges or washers or etc)","Balloons","Cigar Tips","Cigarette Lighters","Construction Materials","Fireworks","Tyres","Condoms","Diapers","Syringes","Tampons or Tampon Applicators","Foam Pieces","Glass Pieces","Plastic Pieces","Rubber Bands","Most Unusual Items","Latitude","Longitude"
